task,latency,resource,observation,reward,cost,workload,conf
302,165.631,251.0,0.0;0.0;0.34;0.75;0.0;0.0;0.0;0.82;0.02;0.92;0.95;0.16;14.43;3.77;1.42;0.19;1.03;1.54;251.0;10;165.631,10.0,10.11,10,20;1;22;2;80;200;1;18;3;-55;1.3;10;2;2;5;3;13;3;2;6;1568;20;1;18;3;864;128;5.5;1;1
303,138.623,249.0,0.0;0.0;0.29;1.01;0.0;0.0;0.0;0.03;0.02;0.97;0.93;0.15;10.33;4.69;1.42;0.2;0.09;1.54;249.0;10;138.623,6.4,0,10,19;1;22;2;80;300;0;18;3;-56;1.3;10;3;1;4;3;13;3;2;5;1568;20;1;19;3;864;160;6.0;1;1
304,196.351,207.0,0.0;0.0;0.23;2.27;0.0;0.0;0.0;0.84;0.02;0.97;0.93;0.15;4.38;3.81;1.4;0.23;1.0;1.34;207.0;10;196.351,10.0,57.73,10,19;1;22;1;70;200;-1;18;3;-57;1.3;10;2;2;5;2;13;3;3;6;1696;20;1;19;2;896;160;6.0;1;1
305,140.031,249.0,0.0;0.0;0.2;0.69;0.0;1.02;0.0;0.81;0.02;0.92;0.99;0.17;9.7;4.72;1.57;0.2;0.93;0.74;249.0;10;140.031,5.0,0,10,20;2;21;2;60;300;0;17;2;-56;1.1;10;3;3;4;1;12;3;2;5;1696;20;1;20;3;864;128;6.5;2;2
306,179.455,248.0,0.0;0.0;0.24;0.77;0.0;0.0;0.0;0.62;0.03;0.91;1.04;0.18;10.42;4.7;1.41;0.22;0.89;1.56;248.0;10;179.455,0.7,39.42,10,20;2;20;3;50;300;1;16;2;-55;1.3;20;3;3;4;2;13;3;2;4;1824;19;1;19;2;896;160;6.0;1;3
307,98.239,205.0,0.0;0.0;0.35;0.7;0.0;0.0;0.0;0.04;0.02;0.91;0.98;0.18;15.53;3.76;1.3;0.17;0.08;1.65;205.0;10;98.239,15,0,10,21;1;21;2;60;200;0;15;1;-56;1.1;10;2;2;5;3;14;2;1;4;1824;18;1;20;3;928;128;6.5;1;2
308,239.871,239.0,0.1;0.0;0.3;0.63;0.0;0.0;0.0;0.06;0.02;0.07;0.93;0.21;29.04;4.69;1.31;0.16;0.37;0.81;239.0;10;239.871,0.1,141.63,10,20;1;22;3;50;300;0;14;1;-57;0.9;10;1;1;4;2;14;3;1;4;1696;19;1;21;3;896;96;6.0;2;3
309,118.143,235.0,0.0;0.0;0.32;0.97;0.0;0.28;0.0;0.07;0.02;0.87;0.94;0.21;15.33;6.4;1.31;0.18;0.1;0.49;235.0;10;118.143,7.8,18.14,10,21;2;22;2;50;200;1;13;1;-56;0.9;10;2;2;3;1;14;3;1;3;1824;18;1;20;3;928;64;5.5;3;3
310,199.807,258.0,0.0;0.1;0.32;0.72;0.0;0.0;0.0;0.81;0.02;0.92;0.99;0.21;10.55;4.69;1.21;0.2;0.91;0.35;258.0;10;199.807,0.1,81.66,10,20;3;21;3;60;300;0;12;1;-55;1.1;10;3;2;4;1;15;3;2;3;1824;18;1;21;2;896;96;6.0;4;2
311,156.671,240.0,0.0;0.0;0.32;0.84;0.0;0.1;0.0;0.91;0.02;0.89;1.04;0.21;10.36;6.33;0.08;0.17;0.51;0.35;240.0;10;156.671,15,0,10,21;2;20;3;70;400;0;13;1;-56;1.3;10;3;2;3;2;16;2;1;2;1824;18;1;20;3;928;128;6.5;3;1
312,78.975,208.0,0.0;0.01;0.44;7.19;0.0;0.0;0.0;0.04;0.02;0.87;1.04;0.19;15.57;4.65;1.21;0.21;0.08;0.31;208.0;10;78.975,15,0,10,21;1;20;2;80;500;-1;14;2;-57;1.3;10;2;3;4;3;15;1;2;3;1824;18;1;20;3;928;96;7.0;4;2
313,134.271,170.0,0.0;0.0;0.39;0.75;0.0;0.0;0.0;0.82;0.02;0.87;1.04;0.24;15.44;4.68;1.21;0.27;0.89;0.52;170.0;10;134.271,10.0,55.3,10,21;1;20;1;90;500;-2;13;1;-58;1.5;10;2;2;4;2;15;1;3;4;1696;17;1;21;3;896;128;6.5;3;3
314,172.159,241.0,0.0;0.0;0.45;0.72;0.0;0.0;0.0;0.07;0.03;0.88;1.08;0.19;10.32;4.74;1.31;0.22;0.07;0.41;241.0;10;172.159,0.1,37.89,10,21;2;19;2;80;400;-3;14;2;-59;1.3;10;3;2;4;1;14;2;2;5;1824;17;1;22;3;928;96;6.0;4;3
315,164.479,175.0,0.0;0.0;0.36;0.7;0.0;0.0;0.0;0.08;0.02;0.88;1.08;0.18;15.71;4.77;1.3;0.17;0.08;0.28;175.0;10;164.479,12.3,0,10,20;1;18;1;90;300;-3;15;3;-59;1.1;20;2;1;4;1;14;1;1;4;1824;18;1;22;2;960;64;6.0;5;2
316,101.375,192.0,0.0;0.0;0.34;2.39;0.0;0.0;0.0;0.86;0.02;0.97;1.08;0.18;8.84;4.77;1.24;0.15;0.85;0.4;192.0;10;101.375,5.0,0,10,19;2;17;1;80;400;-2;16;3;-58;1.1;10;1;2;4;1;15;2;1;5;1952;19;1;22;1;992;64;6.0;4;3
317,150.527,151.0,0.0;0.0;0.47;0.74;0.0;0.0;0.0;0.82;0.02;0.97;1.21;0.22;31.74;6.22;1.31;0.2;0.86;0.44;151.0;10;150.527,10.0,49.15,10,20;1;17;1;90;300;-3;16;2;-58;0.9;10;1;3;3;1;14;2;2;6;1824;20;1;22;1;992;64;5.5;3;2
318,170.367,180.0,0.0;0.0;0.51;0.78;0.0;0.0;0.0;0.81;0.02;1.18;1.28;0.2;15.09;10.96;1.23;0.16;0.85;0.35;180.0;10;170.367,0.1,19.84,10,21;1;18;2;100;200;-4;15;2;-59;0.7;10;2;3;2;2;15;2;1;5;1696;19;1;22;1;992;64;5.5;4;3
319,195.583,191.0,0.0;0.0;0.69;4.06;0.0;0.0;0.0;0.81;0.02;0.87;1.23;0.2;8.21;6.33;1.29;0.15;0.85;0.29;191.0;10;195.583,0.1,25.22,10,21;1;17;3;90;200;-5;14;1;-58;0.9;10;1;3;3;1;14;3;1;4;1568;20;1;22;1;1024;64;5.5;5;3
320,191.871,232.0,0.0;0.0;0.48;4.59;0.0;0.0;0.0;0.83;0.02;0.83;1.15;0.21;2.36;4.72;1.3;0.2;0.85;0.24;232.0;10;191.871,1.11,0,10,22;2;18;3;100;200;-4;13;2;-58;0.7;10;1;2;4;1;14;3;2;5;1568;20;1;22;1;1024;96;5.0;6;3
321,112.703,228.0,0.0;0.0;0.5;0.78;0.0;0.0;0.0;0.83;0.02;0.82;1.08;0.22;25.58;4.69;1.22;0.25;0.85;0.32;228.0;10;112.703,7.8,0,10,22;1;19;3;100;100;-5;13;3;-58;0.5;20;1;1;4;2;15;3;3;6;1440;19;1;22;1;1024;128;4.5;5;3
322,185.855,192.0,0.0;0.04;0.51;5.08;0.0;0.0;0.0;0.8;0.02;0.82;1.13;0.24;19.52;6.25;1.32;0.27;0.9;0.24;192.0;10;185.855,10.0,73.15,10,22;1;18;3;100;100;-6;12;2;-59;0.7;10;1;2;3;1;14;2;4;6;1312;20;1;21;1;1024;128;4.0;6;3
323,120.191,185.0,0.0;0.06;0.44;0.76;0.0;0.0;0.0;0.03;0.04;0.83;1.18;0.22;15.42;6.24;1.39;0.28;0.09;0.34;185.0;10;120.191,9.9,0,10,22;1;17;3;90;100;-7;13;1;-60;0.9;10;2;1;3;2;13;3;5;7;1312;21;1;21;1;992;128;4.5;5;2
324,152.063,196.0,0.0;0.04;0.39;0.74;0.0;0.0;0.0;0.11;0.02;0.81;1.14;0.23;16.19;4.76;1.41;0.28;0.09;0.37;196.0;10;152.063,0.1,31.87,10,21;2;18;3;80;100;-7;14;1;-61;0.9;10;2;1;4;1;13;2;4;6;1440;20;1;22;1;1024;160;4.0;4;3
325,182.143,157.0,0.0;0.0;0.33;0.91;0.15;0.0;0.0;0.81;0.03;0.92;1.21;0.18;10.38;1.98;1.52;0.29;0.89;0.3;157.0;10;182.143,10.0,30.08,10,20;1;17;3;70;200;-8;15;1;-60;0.9;10;3;1;5;1;12;1;5;5;1312;20;1;21;1;992;160;4.0;5;2
326,45.183,175.0,0.0;0.0;0.4;0.79;0.0;0.0;0.0;0.07;0.02;0.86;1.15;0.15;9.17;4.71;1.66;0.26;0.08;0.39;175.0;10;45.183,5.0,0,10,21;1;18;2;80;300;-7;16;2;-60;0.7;10;3;1;4;1;11;1;4;6;1312;20;1;20;2;1024;192;4.0;4;2
327,172.415,187.0,0.0;0.01;0.47;2.51;0.0;0.0;0.0;0.82;0.02;0.87;1.09;0.17;2.76;6.36;1.85;0.22;0.51;0.29;187.0;10;172.415,0.1,127.23,10,21;1;19;2;90;200;-8;17;3;-59;0.9;10;3;2;3;2;10;2;3;7;1184;21;1;19;1;1024;160;3.5;5;1
328,141.311,203.0,0.0;0.01;0.51;0.89;0.0;0.0;0.0;0.81;0.02;0.94;1.05;0.17;10.3;9.38;1.93;0.25;0.93;0.37;203.0;10;141.311,5.0,0,10,20;1;20;3;80;200;-7;16;3;-60;0.9;10;3;2;2;1;11;2;4;6;1184;21;1;20;1;1024;128;4.0;4;1
329,90.431,197.0,0.0;0.0;0.37;0.84;0.0;0.0;0.0;0.03;0.02;0.88;1.04;0.16;14.82;6.3;1.81;0.24;0.09;0.49;197.0;10;90.431,9.2,0,10,21;2;20;2;70;300;-8;17;2;-61;0.9;10;2;2;3;1;10;3;4;7;1056;22;1;19;1;1024;128;4.5;3;1
330,162.047,165.0,0.0;0.0;0.37;0.74;0.0;0.0;0.0;1.47;0.03;0.84;1.04;0.2;10.26;6.26;1.66;0.2;0.99;0.39;165.0;10;162.047,10.0,71.62,10,22;1;20;2;60;200;-7;16;1;-60;1.1;10;3;2;3;1;11;3;3;8;928;22;1;19;1;1024;128;4.0;4;1
331,187.775,222.0,0.0;0.01;0.31;0.99;0.0;0.0;0.0;0.8;0.02;0.87;1.03;0.17;6.89;3.69;1.51;0.17;0.98;0.51;222.0;10;187.775,0.1,25.73,10,21;2;20;2;50;300;-7;17;2;-61;1.3;10;4;1;4;1;12;3;2;9;800;21;1;19;2;992;96;4.5;3;1
332,69.439,228.0,0.0;0.01;0.28;0.66;0.0;0.0;0.0;0.05;0.02;0.88;0.99;0.18;7.7;4.71;1.42;0.14;0.1;0.33;228.0;10;69.439,5.0,0,10,21;1;21;2;40;400;-6;16;3;-62;1.3;20;4;2;4;2;13;3;1;10;928;22;1;18;2;960;64;5.0;4;1
333,100.415,258.0,0.0;0.0;0.18;0.69;0.0;0.0;0.0;0.11;0.03;0.83;1.04;0.15;6.17;6.23;1.31;0.14;0.11;0.32;258.0;10;100.415,0.1,30.98,10,22;2;20;3;30;500;-5;17;3;-63;1.1;30;5;2;3;1;14;3;1;11;928;21;1;17;1;928;64;5.0;5;2
334,169.215,221.0,0.0;0.0;0.27;0.73;0.0;0.0;0.0;0.79;0.03;0.86;1.02;0.15;5.14;6.32;1.22;0.13;1.05;0.4;221.0;10;169.215,10.0,68.8,10,21;1;20;3;40;400;-6;18;3;-64;0.9;20;6;1;3;2;15;2;1;12;1056;22;1;18;1;896;64;5.5;4;1
335,79.295,209.0,0.0;0.0;0.23;1.15;0.0;0.0;0.0;0.82;0.02;0.88;0.98;0.16;6.21;9.41;1.13;0.17;0.99;0.49;209.0;10;79.295,13.4,0,10,21;2;21;2;30;400;-5;18;3;-65;1.1;20;5;1;2;3;16;1;2;11;1184;22;1;19;1;928;96;5.0;3;1
336,177.919,206.0,0.0;0.0;0.24;0.73;0.0;0.0;0.0;0.81;0.02;0.83;0.98;0.16;7.2;9.39;1.07;0.14;0.84;0.49;206.0;10;177.919,2.1,98.62,10,22;2;22;1;30;400;-6;17;2;-65;0.9;30;4;1;2;3;17;2;1;11;1056;21;1;19;2;896;96;4.5;3;1
337,119.487,225.0,0.0;0.0;0.21;0.65;0.0;0.0;0.0;0.16;0.02;0.84;0.94;0.17;7.1;6.21;1.03;0.2;0.1;0.5;225.0;10;119.487,5.0,0,10,22;3;22;1;20;300;-5;16;2;-64;1.1;20;4;1;3;2;18;3;2;12;928;20;1;18;1;864;64;5.0;3;1
338,147.583,172.0,0.0;0.0;0.15;12.13;0.0;0.0;0.0;0.82;0.03;0.83;0.92;0.16;2.15;9.35;0.96;0.16;0.95;0.33;172.0;10;147.583,10.0,28.1,10,22;2;22;1;10;400;-5;17;1;-64;1.3;20;4;1;2;1;19;2;1;13;928;19;1;18;1;832;96;5.5;4;2
339,156.927,190.0,0.0;0.0;0.2;0.74;0.0;0.0;0.0;0.08;0.02;0.84;0.88;0.16;6.16;6.3;1.02;0.15;0.09;0.35;190.0;10;156.927,0.1,9.34,10,22;3;21;1;10;500;-4;18;1;-65;1.5;30;5;2;3;2;18;1;1;13;928;20;1;19;1;832;128;5.0;4;3
340,168.575,215.0,0.0;0.0;0.16;0.73;0.0;0.0;0.0;1.69;0.02;0.83;0.94;0.16;5.09;4.73;1.08;0.15;0.29;0.29;215.0;10;168.575,0.1,11.65,10,22;2;22;1;10;600;-4;19;2;-66;1.5;20;6;1;4;1;17;2;1;12;928;21;1;18;2;832;128;5.5;5;2
341,148.095,219.0,0.0;0.0;0.11;0.68;0.0;0.0;0.0;0.09;0.02;0.84;0.93;0.14;4.5;3.71;1.08;0.14;0.14;0.29;219.0;10;148.095,5.0,0,10,22;2;22;1;10;700;-3;18;2;-67;1.7;30;7;1;5;2;17;3;1;12;800;21;1;18;1;864;160;5.0;5;2
342,183.807,246.0,0.0;0.0;0.15;0.73;0.0;0.0;0.0;1.34;0.02;0.87;0.98;0.15;3.83;4.72;1.0;0.14;1.08;0.24;246.0;10;183.807,0.1,35.71,10,21;3;21;2;10;600;-2;18;1;-66;1.7;30;8;2;4;2;18;3;1;13;928;22;1;17;1;864;128;5.0;6;1
343,182.399,267.0,0.0;0.0;0.21;0.81;0.2;0.0;0.0;0.17;0.02;1.11;1.02;0.14;3.46;1.88;0.97;0.13;0.1;0.23;267.0;10;182.399,0.42,0,10,20;2;20;2;20;600;-1;19;1;-67;1.5;30;9;3;5;3;19;3;1;12;928;21;1;17;2;896;128;5.5;7;2
344,198.271,255.0,0.0;0.0;0.15;0.7;0.0;0.0;0.0;0.81;0.03;0.88;1.02;0.15;3.87;4.73;1.02;0.14;1.17;0.2;255.0;10;198.271,8.4,15.87,10,21;3;20;1;10;700;0;19;1;-66;1.7;40;8;2;4;2;18;2;1;13;928;21;1;16;3;864;96;6.0;8;3
345,157.567,259.0,0.0;0.0;0.17;0.69;0.0;0.0;0.0;0.76;0.02;0.84;1.04;0.13;3.43;3.76;1.09;0.18;1.0;0.21;259.0;10;157.567,5.0,0,10,22;2;20;1;10;800;-1;20;1;-67;1.7;30;9;3;5;1;17;3;2;12;800;20;1;17;3;896;64;6.0;7;3
346,105.983,291.0,0.0;0.0;0.17;2.19;0.0;0.0;0.0;0.06;0.03;0.83;1.08;0.13;2.96;3.77;1.15;0.23;0.11;0.18;291.0;10;105.983,5.0,0,10,22;3;19;2;10;900;0;21;2;-68;1.5;20;8;3;5;1;16;2;3;13;928;20;1;16;3;864;64;5.5;8;2
347,115.775,311.0,0.0;0.01;0.12;0.71;0.0;0.0;0.0;0.63;0.02;0.87;1.08;0.13;4.39;3.71;1.23;0.17;0.83;0.18;311.0;10;115.775,0.1,9.79,10,21;3;19;2;10;1000;-1;21;3;-69;1.7;20;7;2;5;2;15;2;2;12;800;21;1;16;3;896;64;5.0;8;3
348,193.791,267.0,0.0;0.0;0.19;2.39;0.0;0.0;0.0;0.15;0.02;0.83;1.02;0.14;1.51;4.75;1.14;0.17;0.16;0.18;267.0;10;193.791,10.0,78.02,10,22;2;20;1;10;900;0;20;3;-70;1.9;10;8;3;4;1;16;3;2;12;672;21;1;15;2;864;64;4.5;8;2
349,134.143,238.0,0.0;0.01;0.17;0.76;0.04;0.0;0.0;0.81;0.02;0.87;0.98;0.13;3.48;6.25;1.08;0.13;1.18;0.18;238.0;10;134.143,15,0,10,21;1;21;1;10;1000;1;21;2;-71;1.7;10;9;2;3;2;17;3;1;12;800;22;1;16;3;896;64;5.0;9;1
350,225.663,255.0,0.0;0.01;0.1;0.73;0.48;0.0;0.0;0.82;0.02;0.91;0.95;0.13;3.11;0.98;1.07;0.13;1.18;0.17;255.0;10;225.663,0.1,91.52,10,20;1;22;2;10;1000;2;22;2;-71;1.5;20;10;3;2;1;17;3;1;12;672;22;1;16;2;928;64;5.0;10;1
351,103.103,321.0,0.0;0.01;0.17;0.63;0.0;0.16;0.0;0.82;0.02;0.88;0.93;0.12;2.71;18.74;0.78;0.13;1.26;0.15;321.0;10;103.103,5.0,3.1,10,21;2;22;2;10;1000;1;22;3;-70;1.7;30;11;3;1;1;16;3;1;13;672;22;1;15;3;960;96;4.5;10;2
352,108.415,286.0,0.0;0.01;0.16;0.72;0.0;0.0;0.0;0.82;0.02;0.83;0.98;0.12;3.13;18.81;1.08;0.14;1.34;0.15;286.0;10;108.415,10.0,5.31,10,22;2;21;1;10;1000;0;22;3;-71;1.7;20;10;3;1;1;17;3;1;14;800;21;1;14;3;960;128;4.0;10;1
353,171.775,222.0,0.0;0.0;0.13;0.73;0.0;0.0;0.0;0.07;0.02;0.83;1.02;0.13;3.44;19.07;1.04;0.18;0.11;0.17;222.0;10;171.775,10.0,63.36,10,22;1;20;1;10;1000;1;21;2;-71;1.9;30;9;3;1;1;17;3;2;13;928;20;1;15;2;960;160;4.5;9;1
354,113.919,276.0,0.0;0.0;0.19;0.83;0.0;0.26;0.0;0.12;0.02;0.89;0.97;0.13;3.16;9.67;1.02;0.23;0.18;0.14;276.0;10;113.919,5.0,0,10,21;2;21;2;20;1100;0;21;3;-70;2.1;20;10;2;2;1;18;3;3;12;800;19;1;14;1;992;192;4.5;10;2
355,130.559,281.0,0.0;0.0;0.16;0.69;0.0;0.0;0.0;0.8;0.02;0.93;0.94;0.13;3.43;9.32;1.03;0.2;1.45;0.14;281.0;10;130.559,0.1,16.64,10,20;1;22;2;10;1200;-1;20;3;-70;2.3;10;9;3;2;1;18;3;2;13;800;18;1;13;2;1024;192;4.0;10;3
356,71.999,268.0,0.0;0.0;0.17;0.8;0.0;0.0;0.0;0.04;0.02;0.95;0.94;0.14;3.43;16.06;1.08;0.24;0.12;0.13;268.0;10;71.999,14.1,0,10,19;1;22;3;10;1100;-2;19;3;-71;2.5;20;9;3;1;1;17;2;3;13;672;18;1;13;1;1024;160;4.0;11;3
357,118.783,210.0,0.0;0.0;0.17;0.69;0.0;0.0;0.0;0.05;0.01;0.92;0.99;0.15;3.09;18.96;1.01;0.26;0.11;0.12;210.0;10;118.783,10.0,46.78,10,20;1;21;2;10;1200;-1;18;3;-71;2.3;10;10;2;1;1;18;1;3;14;544;17;1;14;1;1024;128;4.0;12;2
358,133.375,261.0,0.0;0.0;0.26;0.8;0.0;0.0;0.0;1.61;0.02;0.91;1.04;0.14;3.45;18.79;1.08;0.2;0.71;0.12;261.0;10;133.375,0.1,14.59,10,20;2;20;2;20;1200;-2;17;3;-70;2.1;20;9;3;1;2;17;2;2;13;416;17;1;14;2;992;96;4.0;11;2
359,190.463,239.0,0.0;0.0;0.2;0.79;0.0;0.0;0.0;0.83;0.03;0.97;1.03;0.16;3.05;9.39;1.14;0.26;1.24;0.14;239.0;10;190.463,10.0,57.09,10,19;1;20;1;20;1300;-1;18;3;-70;2.1;20;10;3;2;3;16;1;3;12;288;16;1;15;3;1024;64;4.5;11;3
360,143.103,247.0,0.0;0.0;0.22;0.72;0.24;0.0;0.0;0.06;0.03;0.97;1.07;0.15;2.8;4.29;1.07;0.3;0.11;0.13;247.0;10;143.103,5.0,0,10,19;1;19;1;30;1200;-1;18;3;-71;2.1;30;11;3;3;3;17;1;4;11;288;15;1;15;3;1024;64;4.0;12;3
361,157.183,232.0,0.0;0.0;0.28;0.81;0.0;0.0;0.0;0.82;0.02;0.97;1.15;0.18;2.59;9.4;1.1;0.37;1.26;0.12;232.0;10;157.183,10.0,14.08,10,19;1;18;1;40;1300;-1;17;3;-70;1.9;20;12;2;2;3;17;1;5;12;416;16;1;15;3;1024;64;4.5;12;3
362,162.559,247.0,0.47;0.01;0.17;0.73;0.16;0.0;0.0;0.05;0.02;1.01;1.22;0.16;2.64;17.04;1.02;0.37;0.11;0.11;247.0;10;162.559,0.1,5.38,10,18;2;17;2;40;1200;-1;16;3;-69;1.7;10;12;1;1;3;18;1;5;12;288;15;1;14;3;1024;64;4.0;13;3
363,186.239,217.0,0.0;0.0;0.34;0.68;0.0;0.04;0.0;0.8;0.02;1.05;1.13;0.17;2.38;18.75;0.66;0.43;1.44;0.11;217.0;10;186.239,10.0,23.68,10,18;1;18;1;40;1200;0;17;2;-70;1.5;20;13;2;1;3;19;2;6;11;416;15;1;13;2;1024;96;3.5;13;3
364,278.527,175.0,0.0;0.0;0.24;0.69;0.0;0.0;0.0;0.43;0.02;1.03;1.08;0.15;2.57;9.54;1.01;0.39;0.1;0.12;175.0;10;278.527,10.0,92.29,10,18;1;19;1;30;1200;0;18;1;-69;1.3;10;12;3;2;2;18;1;5;10;544;14;1;12;1;992;128;3.5;12;3
365,153.983,227.0,0.0;0.0;0.18;0.77;0.0;0.0;0.0;0.82;0.03;0.98;1.02;0.14;2.88;9.38;1.08;0.43;1.55;0.15;227.0;10;153.983,5.0,53.98,10,18;2;20;1;20;1300;-1;19;2;-70;1.5;10;11;2;2;3;17;2;6;9;544;14;1;12;2;960;96;3.0;11;3
366,179.455,170.0,0.0;0.0;0.22;0.69;0.0;0.0;0.0;0.07;0.02;0.96;0.98;0.15;3.11;9.39;1.01;0.48;0.17;0.15;170.0;10;179.455,10.0,25.47,10,19;2;21;1;10;1200;0;20;1;-71;1.3;10;10;1;2;3;18;1;7;10;672;15;1;11;2;928;128;3.5;10;2
367,193.279,179.0,0.0;0.0;0.17;0.84;0.0;0.0;0.0;0.06;0.02;0.96;0.99;0.15;3.05;18.85;0.96;0.44;0.15;0.13;179.0;10;193.279,0.1,13.82,10,19;1;21;2;10;1300;1;19;2;-70;1.3;10;10;2;1;3;19;1;6;9;800;15;1;12;1;896;96;3.0;11;1
368,103.871,186.0,0.0;0.0;0.21;0.93;0.13;0.0;0.0;0.79;0.03;1.01;0.94;0.15;3.44;18.93;1.01;0.46;0.69;0.11;186.0;10;103.871,5.0,0,10,18;1;22;1;20;1200;2;19;3;-71;1.1;10;9;2;1;2;18;1;6;8;672;14;1;13;1;928;128;3.0;12;2
369,116.927,193.0,0.0;0.0;0.3;0.71;0.0;0.0;0.0;0.81;0.03;1.13;0.94;0.14;3.44;9.49;1.0;0.43;1.36;0.13;193.0;10;116.927,0.1,13.06,10,17;1;22;1;30;1100;2;20;2;-71;0.9;10;9;3;2;3;18;1;5;8;544;13;1;14;2;928;160;2.5;11;2
370,215.423,156.0,4.75;0.0;0.27;0.67;0.0;1.88;0.0;1.67;0.02;1.07;0.93;0.13;3.12;6.31;1.01;0.44;1.44;0.12;156.0;10;215.423,10.0,98.5,10,17;1;22;1;40;1100;2;21;1;-71;1.1;10;10;2;3;3;18;1;4;8;672;12;1;13;1;960;192;2.0;12;2
371,30605.311,162.0,0.0;0.0;0.27;0.69;0.0;0.0;0.0;0.81;0.03;1.15;0.93;0.13;3.12;4.71;1.02;0.38;1.33;0.14;162.0;10;30605.311,0.1,30505.31,10,16;1;22;1;40;1100;2;21;1;-71;1.1;20;10;1;4;3;18;2;3;7;544;11;1;12;1;960;224;2.5;11;2
372,105.663,169.0,0.0;0.0;0.18;3.81;0.0;0.0;0.0;0.78;0.02;1.06;0.94;0.13;1.83;3.79;0.98;0.4;0.14;0.11;169.0;10;105.663,5.0,5.66,10,17;1;22;1;30;1000;1;22;2;-71;0.9;20;9;2;5;3;19;1;3;7;416;10;1;12;1;928;256;3.0;12;1
373,85.631,244.0,0.0;0.0;0.14;3.61;0.0;0.0;0.0;0.78;0.02;1.02;0.93;0.13;3.0;3.15;0.95;0.4;1.54;0.11;244.0;10;85.631,5.0,0,10,18;2;22;2;30;1000;1;21;2;-70;0.7;30;8;3;6;2;19;2;3;7;288;10;1;12;1;896;288;2.5;13;2
374,29736.959,259.0,0.0;0.01;0.19;1.02;0.0;0.0;0.0;0.82;0.02;1.02;0.97;0.13;3.34;2.71;1.0;0.35;1.72;0.11;259.0;10;29736.959,0.1,29651.33,10,18;1;21;1;20;1100;0;21;3;-71;0.9;40;7;3;7;1;18;3;3;8;160;11;1;11;2;864;320;2.5;14;3
375,84.479,225.0,0.0;0.0;0.27;0.67;0.0;0.0;0.0;0.82;0.02;1.01;0.94;0.14;5.16;2.67;0.96;0.26;1.72;0.12;225.0;10;84.479,15,0,10,18;1;22;1;30;1000;0;20;3;-72;1.1;50;6;3;7;1;19;2;2;7;160;12;1;11;1;832;352;2.0;13;3
376,194.943,265.0,1.11;0.0;0.24;0.7;0.0;0.0;0.0;0.06;0.02;1.08;0.94;0.14;5.15;2.31;0.96;0.25;0.2;0.12;265.0;10;194.943,0.1,94.94,10,17;1;22;2;30;900;-1;20;3;-71;1.3;40;6;3;8;1;19;3;2;7;160;13;1;12;1;800;384;1.5;12;3
377,105.919,237.0,0.0;0.0;0.25;1.3;0.0;0.0;0.0;0.07;0.02;1.14;0.99;0.13;4.2;2.64;0.93;0.28;0.2;0.13;237.0;10;105.919,15,0,10,16;1;21;1;40;800;-1;20;3;-70;1.5;50;5;3;7;1;20;3;3;6;32;14;1;11;1;768;384;1.1;11;3
378,124.543,210.0,0.0;0.0;0.24;0.74;0.0;0.0;0.0;0.06;0.02;1.1;1.02;0.15;7.87;2.65;0.88;0.24;0.18;0.17;210.0;10;124.543,10.0,18.62,10,17;1;20;1;30;800;0;19;2;-69;1.3;60;4;3;7;1;21;3;2;5;32;13;1;10;1;768;416;1.1;10;3
379,138.879,202.0,0.0;0.0;0.01;0.69;0.0;0.0;0.0;0.04;0.02;1.07;0.98;0.15;10.47;2.33;0.92;0.26;0.17;0.18;202.0;10;138.879,5.6,14.34,10,17;2;21;1;40;900;-1;18;1;-68;1.1;70;3;3;8;1;20;3;3;4;160;14;1;11;1;736;448;1.1;9;3
380,180.095,167.0,0.0;0.01;1.05;2.56;0.0;0.0;0.0;0.08;0.02;1.02;1.04;0.19;5.96;2.08;0.86;0.22;0.21;0.18;167.0;10;180.095,10.0,41.22,10,18;1;20;1;30;1000;-1;17;1;-69;0.9;80;4;3;9;1;21;2;2;4;32;15;1;10;1;704;416;1.1;8;3
381,105.663,152.0,0.0;0.01;0.2;0.7;0.0;0.0;0.0;0.87;0.02;0.96;1.09;0.18;10.58;2.37;0.8;0.25;2.1;0.17;152.0;10;105.663,15,0,10,19;1;19;1;20;1000;0;16;1;-69;0.7;90;3;2;8;1;21;2;3;3;32;15;1;9;1;704;384;1.1;9;2
382,190.847,218.0,0.0;0.0;0.09;0.97;0.34;0.0;0.0;1.08;0.02;1.01;1.04;0.18;6.84;2.08;0.92;0.24;2.35;0.14;218.0;10;190.847,0.1,85.18,10,18;1;20;2;10;900;0;16;1;-70;0.9;80;3;2;9;2;20;3;3;4;32;14;1;8;2;672;416;1.6;10;3
383,150.783,214.0,0.0;0.0;0.15;0.72;0.0;0.0;0.0;0.82;0.02;1.08;0.99;0.18;10.25;2.33;0.87;0.25;2.07;0.16;214.0;10;150.783,7.8,0,10,17;2;21;3;10;800;1;15;1;-70;1.1;80;3;1;8;1;21;2;2;4;160;13;1;9;1;640;384;2.1;9;3
384,112.255,207.0,0.0;0.0;0.16;0.83;0.0;0.66;0.0;0.81;0.02;1.04;1.03;0.18;7.68;2.67;0.93;0.21;1.85;0.19;207.0;10;112.255,9.9,0,10,18;1;20;2;10;900;1;14;2;-71;1.3;90;4;2;7;2;21;2;1;5;288;13;1;10;2;608;352;2.6;8;3
